OrthoSymbol	africanFrog	americanAlligator	americanEel	axolotl	bambooShark	barnOwl	beardedDragon	blindMoleRat	brownRat	budgerigar	canary	cat	catshark	chicken	cod	commonBuzzard	commonKestrel	cow	crabMacaque	daubentonBat	dog	eagleOwl	egyptianBat	emu	flavescentPeacockFish	garterSnake	giltheadBream	goldenEagle	gosHwak	greenAnole	groundBoa	groundSquirrel	harpyEagle	hawaiianCrow	honeyguide	hoodedCrow	horse	human	japaneseGecko	labMouse	littleOwl	mallardDuck	marmoset	minkeWhale	mousebird	nancymaMonkey	northernPike	oceanJacket	oldwife	oliveBaboon	opossum	orientalScopsOwl	ostrich	peregrineFalcon	pig	pigeon	quail	redStingray	rhesusMacaque	roundleafBat	sacwingedBat	sandRat	sparrowHawk	spottedGar	sunangel	tawnyOwl	tuna	uralOwl	westernFrog	whiteWagtail	yangtzeCatfish	zebraShark	zebrafinch	zebrafish
UBE2A	LOC108700138,ube2a.L	UBE2A	ube2a	UBE2A	ube2a	UBE2A	UBE2A	Ube2a	Ube2a	UBE2A	UBE2A	UBE2A	ube2a	UBE2A	LOC115552479	UBE2A	ENSFTIG00000005421	UBE2A	UBE2A		UBE2A		UBE2A	UBE2A			ube2a	UBE2A	UBE2A	ube2a		Ube2a	UBE2A	UBE2A		UBE2A	UBE2A	UBE2A	UBE2A	Ube2a	UBE2A	UBE2A	UBE2A	UBE2A	UBE2A	UBE2A	LOC105025433	ube2a	ube2a	UBE2A	UBE2A		UBE2A	UBE2A	UBE2A	UBE2A	UBE2A	ube2a	UBE2A	UBE2A		Ube2a	ENSANIG00000003259	ube2a		UBE2A	ube2a	UBE2A	ube2a	UBE2A	ube2a	ube2a	UBE2A	ube2a
PRRG3	prrg3.L	PRRG3	LOC135262613	PRRG3	LOC140495813	PRRG3	PRRG3	Prrg3	Prrg3	PRRG3	PRRG3	PRRG3		PRRG3	prrg3	PRRG3	ENSFTIG00000003734	PRRG3	PRRG3	PRRG3	PRRG3	ENSBOBG00000000580	PRRG3	PRRG3		PRRG3		PRRG3	PRRG3	prrg3	PRRG3	Prrg3	PRRG3	PRRG3	PRRG3	LOC104691630	PRRG3	PRRG3	RIPPLY1	Prrg3	PRRG3	PRRG3	PRRG3	PRRG3	PRRG3	PRRG3	LOC105008749		LOC139295804	PRRG3		ENSOSUG00000006578	PRRG3	PRRG3	PRRG3	PRRG3	PRRG3	LOC140734430	PRRG3	PRRG3	PRRG3	Prrg3	ENSANIG00000015129	LOC102689802		PRRG3	LOC122996163	PRRG3	prrg3	PRRG3	LOC124398150	LOC125458608	PRRG3	
GOLT1A		GOLT1A	golt1a	GOLT1A	LOC140467129	GOLT1A	GOLT1A	Golt1a	Golt1a	GOLT1A	GOLT1A	GOLT1A	LOC140393729	GOLT1A	golt1a	GOLT1A	ENSFTIG00000003492	GOLT1A	GOLT1A	GOLT1A	GOLT1A	ENSBOBG00000003047	GOLT1A	GOLT1A		GOLT1A		GOLT1A	GOLT1A	golt1a	GOLT1A	Golt1a	GOLT1A	GOLT1A	GOLT1A	GOLT1A		GOLT1A	GOLT1A	Golt1a	GOLT1A	GOLT1A	GOLT1A	GOLT1A	GOLT1A	GOLT1A	golt1a		golt1a	GOLT1A	GOLT1A	ENSOSUG00000004647	GOLT1A	GOLT1A	GOLT1A	GOLT1A	GOLT1A	golt1a	GOLT1A	GOLT1A	GOLT1A	Golt1a	ENSANIG00000008125	golt1a	GOLT1A	GOLT1A	golt1a	GOLT1A			golt1a	LOC125462929	GOLT1A	golt1a
SMARCC2	smarcc2.L,smarcc2.S		smarcc2	SMARCC2	LOC140471202	SMARCC2	SMARCC2	Smarcc2	Smarcc2	SMARCC2	SMARCC2	SMARCC2	smarcc2	SMARCC2	smarcc2	SMARCC2		SMARCC2	SMARCC2	SMARCC2	SMARCC2		SMARCC2	SMARCC2	smarcc2	SMARCC2	smarcc2	SMARCC2	SMARCC2	smarcc2	SMARCC2	Smarcc2	SMARCC2				SMARCC2	SMARCC2	SMARCC2	Smarcc2	SMARCC2	SMARCC2	SMARCC2	SMARCC2	SMARCC2	SMARCC2	smarcc2	smarcc2	smarcc2	SMARCC2	SMARCC2		SMARCC2	SMARCC2	SMARCC2	SMARCC2	SMARCC2	LOC140741189	SMARCC2	SMARCC2	SMARCC2	Smarcc2		smarcc2	SMARCC2	SMARCC2	smarcc2	SMARCC2	smarcc2		smarcc2	LOC125448180	SMARCC2	smarcc2
MAP6D1		MAP6D1	map6d1		map6d1	MAP6D1		Map6d1	Map6d1	MAP6D1	MAP6D1	MAP6D1	map6d1	MAP6D1	map6d1	MAP6D1	ENSFTIG00000004204	MAP6D1	MAP6D1	MAP6D1	LOC119863960		MAP6D1	MAP6D1	map6d1	MAP6D1	map6d1	MAP6D1	MAP6D1	map6d1	MAP6D1	Map6d1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	Map6d1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	map6d1	map6d1	map6d1	MAP6D1	MAP6D1		MAP6D1	MAP6D1	MAP6D1	MAP6D1	MAP6D1	map6d1	MAP6D1		MAP6D1	Map6d1	ENSANIG00000010908	map6d1	MAP6D1	MAP6D1	LOC122993383	MAP6D1		MAP6D1	map6d1	map6d1	MAP6D1	map6d1
PROCA1	proca1.L	PROCA1	proca1		LOC140491467	PROCA1	LOC110084293	Proca1	Proca1	PROCA1		PROCA1	proca1	PROCA1	proca1	PROCA1	ENSFTIG00000010022	PROCA1	PROCA1	PROCA1	PROCA1		PROCA1	PROCA1	proca1		proca1	PROCA1	PROCA1	proca1	PROCA1	Proca1	PROCA1	PROCA1		PROCA1	PROCA1	PROCA1	PROCA1	Proca1	PROCA1	PROCA1	PROCA1	PROCA1	PROCA1	PROCA1	proca1			PROCA1	PROCA1	ENSOSUG00000006806	PROCA1	PROCA1	PROCA1	PROCA1	PROCA1	proca1	PROCA1	PROCA1	PROCA1	Proca1		proca1	PROCA1	PROCA1	proca1	PROCA1	proca1	PROCA1	proca1	LOC125464752	PROCA1	proca1
RPRML	LOC108702371,rprml.L	LOC102571138	rprml	RPRML		RPRML		Rprml	Rprml	LOC101880967	RPRML	RPRML	rprml	RPRML	rprml	RPRML	ENSFTIG00000000856	RPRML	RPRML		RPRML	ENSBOBG00000004432	RPRML	RPRML	rprml		rprml	RPRML	RPRML		RPRML		LOC128140803	RPRML	RPRML	RPRML	RPRML	RPRML	RPRML	Rprml	RPRML	RPRML	RPRML	RPRML	RPRML	RPRML	rprml	rprml	rprml	RPRML	RPRML	ENSOSUG00000010359		RPRML	RPRML	LOC102089450	RPRML	LOC140741556	RPRML	RPRML		Rprml	ENSANIG00000003988	rprml	LOC139788459	LOC141934380	rprml	LOC141953600	rprml	RPRML	rprml	LOC125466339		rprml
CHPF2		CHPF2	chpf2	CHPF2		CHPF2	CHPF2	Chpf2	Chpf2	CHPF2	CHPF2	CHPF2	LOC140385915	CHPF2	chpf2	CHPF2	ENSFTIG00000012791	CHPF2	CHPF2	CHPF2		ENSBOBG00000003219	CHPF2	CHPF2	chpf2		chpf2	CHPF2	CHPF2		CHPF2	Chpf2	CHPF2	CHPF2	CHPF2	CHPF2	CHPF2	CHPF2	CHPF2	Chpf2	CHPF2	CHPF2	CHPF2	CHPF2	CHPF2	CHPF2	chpf2	chpf2	chpf2	CHPF2	CHPF2	ENSOSUG00000015666	CHPF2	CHPF2		CHPF2	CHPF2	LOC140727670	CHPF2	CHPF2	CHPF2	Chpf2	ENSANIG00000009264	chpf2	CHPF2	CHPF2	chpf2	CHPF2		CHPF2	chpf2	LOC125451686	CHPF2	chpf2
TMX4	tmx4.L	TMX4	tmx4	TMX4	tmx4	TMX4	TMX4	Tmx4	Tmx4	TMX4	TMX4	TMX4	tmx4	TMX4		TMX4	ENSFTIG00000000658	TMX4	TMX4	TMX4	TMX4	ENSBOBG00000007068	TMX4	TMX4				TMX4	TMX4	tmx4	TMX4	Tmx4	TMX4	TMX4	TMX4	TMX4	TMX4	TMX4	LOC107108906	Tmx4	TMX4	TMX4	TMX4	TMX4	TMX4	TMX4	tmx4			TMX4	TMX4	ENSOSUG00000008888	TMX4	TMX4	TMX4	TMX4	TMX4	tmx4	TMX4	TMX4	TMX4	Tmx4	ENSANIG00000008135	tmx4	TMX4	TMX4		TMX4	tmx4	TMX4	tmx4	tmx4	TMX4	tmx4
WWC2	wwc2.L,wwc2.S	WWC2	LOC135254674	WWC2	LOC140495692	WWC2	WWC2	Wwc2	Wwc2	WWC2	WWC2	WWC2	LOC140429171	WWC2		WWC2	ENSFTIG00000001388	WWC2	WWC2	WWC2	WWC2	ENSBOBG00000006014	WWC2	WWC2		WWC2		WWC2	WWC2	wwc2	WWC2	Wwc2	WWC2	WWC2	WWC2	WWC2	WWC2	WWC2	WWC2	Wwc2	WWC2	WWC2	WWC2	WWC2	WWC2	WWC2	LOC105021080			WWC2	WWC2	ENSOSUG00000013061	WWC2	WWC2	WWC2	WWC2	WWC2	LOC140728944	WWC2	WWC2	WWC2	Wwc2	ENSANIG00000008519	LOC102689985	WWC2	WWC2		WWC2	wwc2	WWC2		LOC125450854	WWC2	
FHIP2B	fhip2b.L		fhip2b	FHIP2B	LOC140459741	FHIP2B	FAM160B2	Fam160b2	Fhip2b	FHIP2B	FHIP2B	FHIP2B	LOC140396960		fhip2b	FHIP2B		FHIP2B	FHIP2B	FHIP2B	FAM160B2		FAM160B2	FHIP2B	fhip2b	FAM160B2	LOC115582344	FHIP2B	FHIP2B	fhip2b	FHIP2B	Fhip2b	FHIP2B	FHIP2B		FHIP2B	FHIP2B	FHIP2B	FAM160B2	Fhip2b	FHIP2B	FHIP2B	FHIP2B	FHIP2B	FHIP2B	FHIP2B	fam160b2	LOC142886151	LOC139283964	FAM160B2	FHIP2B	ENSOSUG00000002344	FHIP2B	FHIP2B	FAM160B2	FHIP2B		LOC140733384	FAM160B2	FAM160B2	FHIP2B	Fhip2b	ENSANIG00000015768	fhip2b	FHIP2B	FHIP2B	fhip2b	FHIP2B	fam160b2		fhip2b	LOC125448000		fhip2b
MSRB2	msrb2.L,msrb2.S	MSRB2	msrb2		msrb2	MSRB2	MSRB2	Msrb2	Msrb2	MSRB2	MSRB2	MSRB2	msrb2		msrb2	MSRB2		MSRB2	MSRB2	MSRB2	MSRB2	ENSBOBG00000005025	MSRB2	MSRB2	msrb2		msrb2	MSRB2	MSRB2	msrb2		Msrb2	MSRB2	MSRB2	MSRB2	MSRB2	MSRB2	MSRB2	MSRB2	Msrb2	MSRB2	MSRB2	MSRB2	MSRB2		MSRB2	msrb2	msrb2	msrb2	MSRB2	MSRB2	ENSOSUG00000015208	MSRB2	MSRB2	MSRB2	MSRB2		msrb2	MSRB2	MSRB2	MSRB2	Msrb2		msrb2	MSRB2	MSRB2	msrb2	MSRB2	msrb2	MSRB2	msrb2	msrb2	MSRB2	msrb2
HORMAD2		HORMAD2	zte38	HORMAD2,LOC138549910	zte38	HORMAD2	HORMAD2	Hormad2	Hormad2	HORMAD2	HORMAD2	HORMAD2	LOC140426254	HORMAD2	zte38	HORMAD2	ENSFTIG00000007269	HORMAD2	HORMAD2	HORMAD2	HORMAD2		HORMAD2	HORMAD2			zte38	HORMAD2	HORMAD2		HORMAD2	Hormad2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	Hormad2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	HORMAD2	zte38	zte38	zte38	HORMAD2	HORMAD2		HORMAD2	HORMAD2		HORMAD2	HORMAD2	zte38	HORMAD2	HORMAD2	HORMAD2	Hormad2	ENSANIG00000016047	zte38	HORMAD2	HORMAD2	zte38	HORMAD2		HORMAD2	zte38	zte38	HORMAD2	zte38
SAMD13	samd13.L,samd13.S		LOC135257913,samd13	SAMD13	samd13	SAMD13		Samd13		SAMD13	SAMD13	SAMD13	samd13	THAP10	samd13	SAMD13	ENSFTIG00000014925	SAMD13	SAMD13	SAMD13		ENSBOBG00000010954	SAMD13	SAMD13	samd13	SAMD13	samd13	SAMD13	SAMD13	samd13	SAMD13		SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	Samd13	SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	samd13	samd13	samd13			ENSOSUG00000008919	SAMD13	SAMD13	SAMD13	SAMD13	SAMD13	samd13		SAMD13	SAMD13	Samd13	ENSANIG00000004953	samd13		SAMD13	samd13	SAMD13	samd13	SAMD13	samd13	samd13	SAMD13	samd13
STAP2	LOC108706811,LOC108712211	STAP2	LOC135252393,stap2a	STAP2	LOC140494546		STAP2	Stap2	Stap2			STAP2	LOC140395206	STAP2	stap2a,stap2b			STAP2	STAP2	STAP2	STAP2		STAP2	STAP2	LOC115779394,stap2a	LOC106555928	LOC115591280,stap2a	STAP2		stap2	STAP2	Stap2	STAP2				STAP2	STAP2	STAP2	Stap2	STAP2	STAP2	STAP2	STAP2		STAP2	stap2a,stap2b	LOC142897128,stap2a	LOC139288095,stap2a	STAP2	STAP2		STAP2		STAP2			LOC140739991	STAP2	STAP2	STAP2	Stap2		LOC107079650		STAP2	LOC122988622,stap2a	STAP2	stap2		stap2a,stap2b	LOC125465699	STAP2	stap2a,stap2b
OG0013251	LOC108698199,LOC108700505	LOC102575845	zgc_63972	LOC138471735	LOC140469562	CUTA	CUTA	LOC103734498	Cutal	LOC101872893	CUTA	LOC102901472	LOC140399198	CUTAL	zgc_63972	CUTA	ENSFTIG00000004668	CUTAL		LOC132212323	LOC102153432	ENSBOBG00000001147	LOC107516322	CUTA	LOC115789798		LOC115593286	CUTA	LOC126052333	LOC134292985		LOC101959125	CUTA	CUTA	CUTA	CUTA	CUTAL		CUTA	Cutal	LOC141968863	LOC101796388	LOC108593085	LOC103012115	CUTA		zgc_63972		LOC139301772		LOC100015365	ENSOSUG00000001277	CUTA	CUTA	LOC102164650	CUTA	LOC107321802			LOC109385741	LOC136324063	LOC129671741	ENSANIG00000012370	LOC102694839	CUTA	CUTA	zgc_63972	CUTA	LOC100487399	CUTA	zgc_63972	zgc_63972	LOC100225027	zgc_63972
TRMT9B	kiaa1456l.L,kiaa1456l.S	TRMT9B	LOC135259994	TRMT9B	LOC140476939	TRMT9B	KIAA1456	Trmt9b	Trmt9b	TRMT9B	TRMT9B	TRMT9B	LOC140408928	TRMT9B		TRMT9B	ENSFTIG00000015405	TRMT9B	TRMT9B	TRMT9B	TRMT9B	ENSBOBG00000005624	TRMT9B	TRMT9B		KIAA1456		TRMT9B	TRMT9B	trmt9b	TRMT9B	Trmt9b	TRMT9B	TRMT9B	TRMT9B	TRMT9B	TRMT9B	TRMT9B	KIAA1456	Trmt9b	TRMT9B	TRMT9B	TRMT9B	TRMT9B	TRMT9B	TRMT9B				TRMT9B	TRMT9B	ENSOSUG00000003574	TRMT9B	TRMT9B	KIAA1456	TRMT9B	TRMT9B	LOC140737866	TRMT9B	KIAA1456	TRMT9B	Trmt9b	ENSANIG00000005358	LOC138241046	TRMT9B	TRMT9B		TRMT9B	kiaa1456l	TRMT9B		LOC125462707	TRMT9B	
GIMD1	LOC108706726	GIMD1	LOC135260089	GIMD1		GIMD1	GIMD1	Gimd1	Gimd1	GIMD1	GIMD1	GIMD1		GIMD1	LOC115529666	GIMD1		GIMD1	GIMD1	GIMD1	GIMD1	ENSBOBG00000008831	GIMD1	GIMD1	LOC115796607	GIMD1	LOC115590058	GIMD1	GIMD1	gimd1	GIMD1	Gimd1	GIMD1	GIMD1	GIMD1	GIMD1	GIMD1	GIMD1	GIMD1	Gimd1	GIMD1	GIMD1	GIMD1	GIMD1	GIMD1	GIMD1	LOC106023979	LOC142894133	LOC139305579	GIMD1	GIMD1	ENSOSUG00000008931	GIMD1	GIMD1	GIMD1	GIMD1	GIMD1		GIMD1	GIMD1	GIMD1	Gimd1	ENSANIG00000011712	LOC102691277	GIMD1	GIMD1	LOC122974284	GIMD1	gimd1	GIMD1			GIMD1	
ANKLE1	LOC108712891	ANKLE1	ankle1	ANKLE1	LOC140494764	ANKLE1	ANKLE1		Ankle1	ANKLE1		ANKLE1	LOC140394990	ANKLE1	LOC115555776	ANKLE1	ENSFTIG00000007724	ANKLE1	ANKLE1	ANKLE1	ANKLE1		ANKLE1	ANKLE1	LOC115779163	ANKLE1	LOC115591981	ANKLE1	ANKLE1	ankle1	ANKLE1	Ankle1	ANKLE1	ANKLE1	ANKLE1		ANKLE1	ANKLE1	ANKLE1	Ankle1	ANKLE1	ANKLE1	ANKLE1	ANKLE1	ANKLE1	ANKLE1	ankle1	LOC142885852	LOC139287764	ANKLE1	ANKLE1	ENSOSUG00000003748	ANKLE1	ANKLE1	ANKLE1		ANKLE1	LOC140739691	ANKLE1	ANKLE1	ANKLE1	Ankle1	ENSANIG00000010017	LOC107079681	ANKLE1	ANKLE1	ankle1	ANKLE1	ankle1		ankle1	ankle1		zgc_85936
SPMIP4	LOC108718883	SPMIP4	LOC135262013	SPMIP4	LOC140480353	CUNH7orf31	CUNH7orf31	CUNH7orf31	Spmip4		C2H7orf31	CA2H7orf31	LOC140425776	C7orf31		SPMIP4		C4H7orf31	SPMIP4	SPMIP4	C14H7orf31		CUNH7orf31	SPMIP4	spmip4	LOC106539533	spmip4	C3H7orf31	C4H7orf31	spmip4	SPMIP4	CUNH7orf31	C1H7orf31	C1H7orf31	C11H7orf31	C2H7orf31	SPMIP4	SPMIP4		Spmip4	SPMIP4	SPMIP4	C8H7orf31	SPMIP4	SPMIP4	SPMIP4	LOC114829734	LOC142890757	LOC139289665	C4H7orf31	SPMIP4		SPMIP4	SPMIP4	C18H7orf31	SPMIP4	C2H7orf31	LOC140713839	C3H7orf31	CUNH7orf31	SPMIP4	CUNH7orf31	ENSANIG00000007547	LOC102698296		LOC141932405	LOC122987264	SPMIP4	c7orf31	C2H7orf31	LOC124385275	LOC125447749	SPMIP4	spmip4
C13orf42	LOC121400057,LOC121400364	C1H13orf42	LOC135252030	C7QH13orf42	LOC140485947	CUNH13orf42		CUNH13orf42	C15h13orf42	C2H13orf42	C1H13orf42	CA1H13orf42	LOC140428772	LOC101748311	c9h13orf42	C14H13orf42		C12H13orf42	C17H13orf42	C2H13orf42			CUNH13orf42	C1H13orf42	c9h13orf42		c9h13orf42	C14H13orf42	C13H13orf42	c1h13orf42	C1H13orf42	CUNH13orf42	C4H13orf42	C2H13orf42	C1H13orf42	C1H13orf42	C17H13orf42	C13orf42		Gm4131	C1H13orf42	C1H13orf42	C1H13orf42	C18H13orf42	C1H13orf42	CUNH13orf42	LOC105016630	c9h13orf42	LOC139292947	C15H13orf42	C4H13orf42		C1H13orf42	C4H13orf42		C1H13orf42	C1H13orf42	LOC140727216	C17H13orf42		C6H13orf42	CUNH13orf42		LOC107079504	C1H13orf42	C2H13orf42	LOC122992546	C2H13orf42	c2h13orf42	C1H13orf42	LOC124383297	LOC125457087	C1H13orf42	c9h13orf42
AP5S1	ap5s1.L	AP5S1	ap5s1	AP5S1	ap5s1		AP5S1	Ap5s1	Ap5s1	AP5S1	AP5S1	AP5S1	ap5s1		ap5s1	AP5S1	ENSFTIG00000014216	AP5S1	AP5S1	AP5S1	AP5S1	ENSBOBG00000014235	AP5S1	AP5S1	ap5s1		ap5s1	AP5S1	AP5S1	ap5s1	AP5S1	Ap5s1	AP5S1	AP5S1	AP5S1	AP5S1	AP5S1	AP5S1	AP5S1	Ap5s1	AP5S1		AP5S1	AP5S1		AP5S1	ap5s1	LOC142882617,LOC142903730	ap5s1	AP5S1	AP5S1		AP5S1	AP5S1	AP5S1			ap5s1	AP5S1	AP5S1	AP5S1	Ap5s1	ENSANIG00000010681	ap5s1	AP5S1	AP5S1	ap5s1	AP5S1	ap5s1	AP5S1	ap5s1	ap5s1	AP5S1	ap5s1
CAPS2	caps2.L	CAPS2	caps2	CAPS2	caps2	CAPS2	CAPS2	Caps2	Caps2	CAPS2	CAPS2	CAPS2	caps2	CAPS2		CAPS2	ENSFTIG00000012843	CAPS2	CAPS2	CAPS2	CAPS2	ENSBOBG00000004685	CAPS2	CAPS2		CAPS2		CAPS2	CAPS2	caps2	CAPS2	Caps2	CAPS2	CAPS2	CAPS2	CAPS2	CAPS2	CAPS2	CAPS2	Caps2	CAPS2	CAPS2	CAPS2	CAPS2	CAPS2	CAPS2				CAPS2	CAPS2	ENSOSUG00000010306	CAPS2	CAPS2	CAPS2	CAPS2	CAPS2	caps2	CAPS2	CAPS2	LOC136324644	Caps2	ENSANIG00000002846	caps2	CAPS2	CAPS2		CAPS2	caps2	CAPS2	caps2	caps2	CAPS2	caps2
CHMP2A	chmp2a.L,chmp2a.S	CHMP2A	chmp2a	CHMP2A	chmp2a	CHMP2A	CHMP2A	Chmp2a	Chmp2a	CHMP2A		CHMP2A	LOC140404149	CHMP2A	chmp2a		ENSFTIG00000002464	CHMP2A	CHMP2A	CHMP2A	CHMP2A	ENSBOBG00000013814	CHMP2A	CHMP2A	chmp2a	CHMP2A	chmp2a	CHMP2A	CHMP2A	chmp2a	CHMP2A	Chmp2a	CHMP2A			CHMP2A	CHMP2A	CHMP2A	CHMP2A	Chmp2a	CHMP2A		CHMP2A	CHMP2A		CHMP2A	chmp2a	chmp2a	chmp2a	CHMP2A	CHMP2A	ENSOSUG00000007383	CHMP2A	CHMP2A	CHMP2A		CHMP2A	chmp2a	CHMP2A	CHMP2A	CHMP2A	Chmp2a	ENSANIG00000011202	chmp2a		CHMP2A	chmp2a	CHMP2A	chmp2a	CHMP2A	chmp2a	chmp2a	CHMP2A	chmp2a
CYYR1	cyyr1.L,cyyr1.S	CYYR1	LOC135251871,cyyr1	CYYR1	cyyr1	CYYR1		Cyyr1	Cyyr1	CYYR1	CYYR1	CYYR1	cyyr1	CYYR1	cyyr1	CYYR1	ENSFTIG00000011705	CYYR1	CYYR1	CYYR1	CYYR1	ENSBOBG00000002952	CYYR1	CYYR1	cyyr1		cyyr1	CYYR1	CYYR1			Cyyr1	CYYR1	CYYR1	CYYR1		CYYR1	CYYR1		Cyyr1	CYYR1	CYYR1	CYYR1	CYYR1	CYYR1	CYYR1	cyyr1	cyyr1	cyyr1	CYYR1		ENSOSUG00000001118	CYYR1	CYYR1	CYYR1	CYYR1	CYYR1	cyyr1	CYYR1	CYYR1	CYYR1	Cyyr1		cyyr1	CYYR1	CYYR1	cyyr1	CYYR1	cyyr1	CYYR1	cyyr1	cyyr1		cyyr1
DNAJC22	dnajc22.L,dnajc22.S	DNAJC22	dnajc22	DNAJC22	dnajc22	DNAJC22	DNAJC22	Dnajc22	Dnajc22	DNAJC22		DNAJC22	dnajc22	DNAJC22	dnajc22	DNAJC22	ENSFTIG00000003437	DNAJC22	DNAJC22	DNAJC22	DNAJC22		DNAJC22	DNAJC22		DNAJC22	dnajc22	DNAJC22	DNAJC22	dnajc22	DNAJC22	Dnajc22	DNAJC22		DNAJC22		DNAJC22	DNAJC22	DNAJC22	Dnajc22	DNAJC22	DNAJC22	DNAJC22	DNAJC22	DNAJC22	DNAJC22	dnajc22	dnajc22	dnajc22	DNAJC22	DNAJC22	ENSOSUG00000008994	DNAJC22	DNAJC22	DNAJC22	DNAJC22	DNAJC22	dnajc22	DNAJC22	DNAJC22	DNAJC22	Dnajc22	ENSANIG00000017185	dnajc22	DNAJC22	DNAJC22	dnajc22	DNAJC22	dnajc22			dnajc22		dnajc22
GHDC	ghdc.L		ghdc	GHDC	ghdc	GHDC		Ghdc	Ghdc	GHDC	GHDC	GHDC	ghdc	GHDC	ghdc	GHDC	ENSFTIG00000003107	GHDC	GHDC	GHDC	GHDC		GHDC	GHDC	LOC115798207,LOC115798208		ghdc	GHDC	GHDC			Ghdc	GHDC	GHDC	GHDC	GHDC	GHDC	GHDC		Ghdc	GHDC	GHDC	GHDC	GHDC	GHDC	GHDC	ghdc	ghdc	ghdc	GHDC	GHDC	ENSOSUG00000011279	GHDC	GHDC	GHDC	GHDC		ghdc	GHDC	GHDC	GHDC	Ghdc	ENSANIG00000008388	ghdc	GHDC	GHDC	ghdc	GHDC	ghdc	GHDC	ghdc	ghdc	GHDC	ghdc
GJE1	gje1.L	GJE1	gje1a	GJE1		GJE1	LOC110082522	Gje1	Gje1	GJE1	GJE1	GJE1	gje1a		gje1a	GJE1	ENSFTIG00000013571	GJE1	GJE1	GJE1	GJE1	ENSBOBG00000009566	GJE1	GJE1	gje1a		gje1a	GJE1	GJE1	gje1		Gje1	GJE1	GJE1	GJE1	GJE1	GJE1	GJE1	LOC107114734	Gje1	GJE1	GJE1	GJE1	GJE1	GJE1	GJE1	cx23	gje1a	gje1a	GJE1	GJE1	ENSOSUG00000000322	GJE1	GJE1	LOC110259390				GJE1		GJE1	Gje1	ENSANIG00000014626	gje1a	GJE1	GJE1	gje1a	GJE1	gje1	GJE1	LOC124390092		GJE1	LOC796202,gje1a
GPR88	gpr88.L,gpr88.S	GPR88	gpr88	GPR88		GPR88	GPR88	Gpr88	Gpr88	GPR88	GPR88	GPR88	gpr88	GPR88		GPR88	ENSFTIG00000010690	GPR88	GPR88	GPR88	GPR88		GPR88	GPR88		GPR88		GPR88	GPR88	gpr88	GPR88	Gpr88	GPR88	GPR88	GPR88	GPR88	GPR88	GPR88	GPR88	Gpr88	GPR88	GPR88	GPR88	GPR88	GPR88	GPR88	gpr88			GPR88	GPR88	ENSOSUG00000009100	GPR88	GPR88	GPR88	GPR88	GPR88	gpr88	GPR88	GPR88	GPR88	Gpr88	ENSANIG00000010961	gpr88	GPR88	GPR88		GPR88	gpr88	GPR88	gpr88		GPR88	gpr88
HSPB2	hspb2.L	HSPB2	hspb2	HSPB2	hspb2	HSPB2	HSPB2	Hspb2	Hspb2	HSPB2	HSPB2	HSPB2	hspb2	HSPB2		HSPB2	ENSFTIG00000008187	HSPB2	HSPB2	HSPB2	HSPB2	ENSBOBG00000007173	HSPB2	HSPB2				HSPB2	HSPB2	hspb2	HSPB2	Hspb2	HSPB2	HSPB2	HSPB2	HSPB2	HSPB2	HSPB2	HSPB2	Hspb2	HSPB2	HSPB2	HSPB2	HSPB2	HSPB2	LOC105729625	hspb2			HSPB2	HSPB2	ENSOSUG00000004058	HSPB2	HSPB2	HSPB2	HSPB2	HSPB2		HSPB2	HSPB2	HSPB2	Hspb2	ENSANIG00000002629	hspb2	HSPB2	HSPB2		HSPB2	hspb2	HSPB2	hspb2	hspb2	HSPB2	hspb2
KHK	khk.S	KHK	khk	KHK	khk	KHK	KHK	Khk	Khk	KHK		KHK	khk	KHK	khk	KHK	ENSFTIG00000007648	KHK	KHK	KHK	KHK		KHK	KHK	khk	KHK	khk	KHK	KHK		KHK	Khk	KHK	KHK	KHK		KHK	KHK	KHK	Khk	KHK	KHK	KHK	KHK	KHK	KHK	khk	khk	khk	KHK	KHK		KHK	KHK	KHK	KHK	KHK	khk	KHK	KHK	KHK	Khk	ENSANIG00000016739	khk	KHK		khk	KHK	khk		khk	khk	KHK	khk
